HARMFUL_SK,HARMFUL_DESCRIPTIONS,HARMFUL_CODES
d1f7ef2fee25e762f883c994d07c2307,LUMINAIRE/LIGHT SUPPORT;CULVERT,29;32
6cf7d1b41d56d974113fc1eb33f10648,Cargo Equip Loss/Shift,60
9359518bad9cf94c5961e8f74508949a,MOTOR VEHICLE IN TRANSPORT;THROWN OR FALLING OBJECT,12;16
18df61b00899892bbb0a892bbcffdc0a,OTHER OBJECT (NOT FIXED);BUILDING;MAIL BOX,18;19;40
1cfd545b011f06fbd0b076bf7c8a8764,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;Motor Vehicle-In-Motion Outside Trafficw,12;13;55
d4bb920e874769344a2a6272834a85a8,UTILITY POLE;MAIL BOX;OTHER FIXED OBJECTS;Ran Off Road-Left;EMBANKMENT EARTH,30;40;43;64;71
e77175092e292e3436986d1dd4d6e22b,GUARDRAIL FACE;Ran Off Road-Right;EMBANKMENT EARTH,24;63;71
67a6ddfdd663d2ad1d6feae598c9c918,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;DITCH;EMBANKMENT EARTH,1;13;34;71
afd52c59419962ccf7f6f1f73c028824,BUILDING,19;5
d65af8007d66c75586080c65a191913a,MOTOR VEHICLE IN TRANSPORT,1;12;7
5766cb608909f3f3ba63bfefd924953d,DITCH;SHRUBBERY;TRAFFIC SIGNAL SUPPORT,34;41;46
25904f698c866a3fe5df534207ac7c58,OTHER OBJECT (NOT FIXED);DITCH;FENCE,18;34;38
6727cc2c7c98ab121ab8542316e06bde,MOTOR VEHICLE IN TRANSPORT;EMBANKMENT ROCK/STONE/CONCRETE;UNKNOWN MOST HARMFUL EVENT,12;72;99
2835020d38eb01711814e07a9919fc12,GUARDRAIL FACE;CURB,24;33
3967dd06eb72455ee7be868d569bcb37,DITCH;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,34;63;72
c97555457e471cdf8719d8ab89a6ffea,UTILITY POLE;FIRE HYDRANT,30;47
a48e4d718d32e1b49068e4edea075af5,OTHER POST; POLE; SUPP.,1;31
6506461da635ed49a31f6a731bcc0262,GUARDRAIL FACE;GUARDRAIL END,24;25
67e8c15f20e84798e495322a1482d9e2,GUARDRAIL END;MAIL BOX,25;40
a9d0e17f847713c73acf6082eaec7f8f,OTHER POST; POLE; SUPP.;CULVERT;DITCH;FENCE;MAIL BOX;TREE,31;32;34;38;40;42
c5168f9e4fc1d42ed336d1dbda442978,CURB;OTHER FIXED OBJECTS;Ran Off Road-Right,1;33;43;63
5de02725511023f5813963858ea4697c,UTILITY POLE,1;30
310c42578997fdb2261273ad21fa33bd,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.,1;12;31
25ec923b6701dfd3eada8ab9bafd0a3b,Ran Off Road-Left;EMBANKMENT EARTH,1;64;71
73a4ae57a4dcf390c8a60593b354477f,MOTOR VEHICLE IN TRANSPORT;Other Traffic Barrier,12;37
c6811affe630f021047e256747a47ae7,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;UTILITY POLE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left;UNKNOWN MOST HARMFUL EVENT,12;14;30;55;64;99
365619f38a17dbe6ce0b1f353fff4de3,FIRE HYDRANT;Ran Off Road-Right,47;63
5d6b05a5fd8a35c95cbcdb51d5f08593,GUARDRAIL FACE;TREE;Ran Off Road-Right;Ran Off Road-Left,24;42;63;64
dfd26ed6f00401b767b57fc1d70156bf,PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw,14;55
5e41d49d13e5ef82c8c17a338f5fdfd9,LUMINAIRE/LIGHT SUPPORT;Ran Off Road-Left,29;64
baa370a17d798fb71a66cfc2f3629288,MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST;UTILITY POLE,12;27;30
4a5d7fd6e6ed24171004cd15ef98bcfc,PARKED MOTOR VEHICLE;WALL;Ran Off Road-Right;Vehicle Airborne;EMBANKMENT EARTH,14;39;63;67;71
86bfd36254da64b174e5ae3d1211799e,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED),14;18
ac84f0208bf1fd870c6445c12ddcd991,WALL;TREE;Ran Off Road-Left,39;42;64
61d69948424158176a5f8c1544d90821,CURB;TREE,33;42
994fbbb80c23354b2d235cb7bf65720e,GUARDRAIL END;WALL;Ran Off Road-Right,25;39;63
909a30e66316f821b0eb7f352871f797,UTILITY POLE;DITCH,1;30;34
b6317ab32b9d12410d33cfa15152aa8e,MOTOR VEHICLE IN TRANSPORT;LUMINAIRE/LIGHT SUPPORT,12;29
d78115fad0043a49e71ba3390091787d,MOTOR VEHICLE IN TRANSPORT;TREE;Ran Off Road-Right;Ran Off Road-Left;EMBANKMENT EARTH,1;12;42;63;64;71
a64944b0a576914c7319a8570a8d38fb,DITCH;EMBANKMENT EARTH,34;71
1f5f373148810031d7d195491d94f667,CULVERT;TREE,32;42
ac7677c46a6276d5dbb41580ce200e34,MOTOR VEHICLE IN TRANSPORT;WALL;Ran Off Road-Right,12;39;63
ac70c4109cb6d819f23d7dbae7758860,DITCH,1;2;34
4153ce59a1c3aac33be14b75a79b7708,WALL;TRAFFIC SIGNAL SUPPORT;Ran Off Road-Right,39;46;63
fa3f10ed8f96be5153750cc4f0370297,OTHER FIXED OBJECTS;Ran Off Road-Left,1;43;64
b677f9348f5ff8baa6112ead2cf257d7,MAIL BOX;SHRUBBERY;TREE;Ran Off Road-Right,40;41;42;63
20d2a1ef427844c6b0d2544b63c9800b,DITCH;EMBANKMENT EARTH,1;34;71
3d8ce13bc3aae869b564be09ccb1107d,MOTOR VEHICLE IN TRANSPORT;Ran Off Road-Right,12;63
e1cc3730e77d2d4fbcd1a010537922c9,MOTOR VEHICLE IN TRANSPORT;DITCH;Ran Off Road-Right,12;34;63
c257a9127aef938b7066fc24fd1686ac,OTHER POST; POLE; SUPP.;Motor Vehicle-In-Motion Outside Trafficw,31;55
4d208328b54ec456399240a87ed263cd,MOTOR VEHICLE IN TRANSPORT,12;5
9e0f3a198881e20831e8d47c10b1edc6,MOTOR VEHICLE IN TRANSPORT;WORKING MOTOR VEHICLE,12;45
ff88fc9431f56477650e3d103c2bc442,DITCH;Ran Off Road-Left;Cross Center Line,34;64;68
ff38e37c6491599c9ac30c9ad34cc184,Ran Off Road-Right,1;63;7
4f7dead07aecbc06bf6712587b5acebd,CURB;DEER (ANIMAL);Cross Center Line;EMBANKMENT ROCK/STONE/CONCRETE,33;50;68;72
c7c7a01c47e1ca7accecff930d126182,GUARDRAIL FACE;Ran Off Road-Right,24;63
983b5cb99d32e33a9dc0271adc3805da,OTHER POST; POLE; SUPP.;FENCE,31;38
8ca85c89c7d7e9d598510d1ee9627b46,OTHER POST; POLE; SUPP.;MAIL BOX;Ran Off Road-Right,31;40;63
db103d8b4447f48a9716c92581251887,MOTOR VEHICLE IN TRANSPORT;DITCH;FENCE;FIRE HYDRANT,12;34;38;47
117e6d1ae6c28530be51e775c87e766e,H-WAY TRAFFIC SIGNAL POST;OTHER FIXED OBJECTS,27;43
b9ce583abec1cffff8f1331b2b171b7b,MAIL BOX;Ran Off Road-Right,1;40;63
470ed667c714bed96d3085f6da90b943,TREE;Ran Off Road-Right;EMBANKMENT EARTH,1;42;63;71
3998c68f9ca5bf04a8f47552551207a8,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;PARKED MOTOR VEHICLE;FENCE,12;13;14;38
92403e9ca09a1d53ef1489b2b4d47bf5,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;BUILDING,12;14;19
86f1d3b9b67631a665c5c02313db4c51,BUILDING;SHRUBBERY,1;19;41
d2d4d0a17e8475264767f2e492e2f0e0,GUARDRAIL FACE;Ran Off Road-Left;EMBANKMENT EARTH,1;24;64;71
ceb9569a8385f1974d304104ad50ed29,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);UTILITY POLE;DITCH,1;12;18;30;34
66fe3b073003791ed1056847c02f1209,FIRE HYDRANT;Ran Off Road-Left,47;64
29eafd4e68af9b8d691137be612bf7cf,MOTOR VEHICLE IN TRANSPORT;OTHER FIXED OBJECTS,12;43
31a2357da2654b61a3340f0565795930,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Set In Motion By Motor Vehicle,12;14;54
2aae3121230042e07dd12917a5017fec,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;MAIL BOX,12;14;40
8f4e11416fc9a4edc281432fff43affd,Ran Off Road-Right,63;7
f831e71c94f5559e87752ea221bb97db,PEDESTRIAN;UNKNOWN MOST HARMFUL EVENT,8;99
da95fbe9e597f75a74e043b81dc9d9ed,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,1;12;14
fcd0fc6ff5654644fa8e6e88f574c127,MOTOR VEHICLE IN TRANSPORT;WALL;Motor Vehicle-In-Motion Outside Trafficw,12;39;55
0b3602b663fb12425abaaa6e493b7215,UNKNOWN,5;7
91b03b66883fb911b5fc70183f145e35,DITCH;Ran Off Road-Right,34;63;7
baa10c87e2090cabad003dbcdaff001f,UNKNOWN,5
182175f33d6d21d4810046bdd3d149a7,MAIL BOX;Ran Off Road-Left,40;64
7176aabf31e39a2a2bbffe39ca9aa77a,UTILITY POLE;DITCH;Ran Off Road-Right,30;34;63
141eab72e8c0d977d0586f21b1f1a958,WALL;PAVED SURFACE-IRREGULAR,39;44
7917480c29366222ef22924efce480a2,WALL,1;39
c82bc7d1c63bb94c254e70bffe1147ef,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);UTILITY POLE;Motor Vehicle-In-Motion Outside Trafficw,12;18;30;55
701a1de7be67d1fd44ebef3a79f671c6,SHRUBBERY;OTHER FIXED OBJECTS,41;43
fc3e3f2382ce1b0536e05a3fa974a81c,MOTOR VEHICLE IN TRANSPORT;Set In Motion By Motor Vehicle;UNKNOWN MOST HARMFUL EVENT,12;54;99
9eb007c6808bb3f7e11382b2c85ea5b0,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.,12;31
fcf6de8a43c96a063c8c406f9d34a377,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY,13;7
1162d2717c605f5b17637f7aa38994b9,DITCH;OTHER FIXED OBJECTS,34;43
1bd1ee9ebe3f7a46750774f2c5a9eb2f,GUARDRAIL FACE;CONCRETE TRAFFIC BARRIER;Ran Off Road-Right,24;36;63
d57227bc6162ed73158eb3aefd562c29,MOTOR VEHICLE IN TRANSPORT;TRAFFIC SIGNAL SUPPORT,12;46
3b9c327d84557d84a0398d51adeb6ddc,UTILITY POLE;EMBANKMENT EARTH,30;71
cc28910a89a454a3986a6f7d016a3013,OTHER OBJECT (NOT FIXED),18;6
e1f088ec11f63a687c9756729b76f555,Other Traffic Barrier;Ran Off Road-Left,37;64
2cc2903162e2c543669e1632fdf9afc8,GUARDRAIL FACE;Ran Off Road-Right,1;24;63
7ac215f47ebc7c688f4d4019e7e1c7f4,BUILDING;OTHER POST; POLE; SUPP.;CURB;FENCE,19;31;33;38
8d33ad5fd01095e6c3827e66a735e372,PARKED MOTOR VEHICLE;MAIL BOX;TREE;Ran Off Road-Left,14;40;42;64
8dd9d56f9d573159c7e035559e31b559,Equip Failure;EMBANKMENT ROCK/STONE/CONCRETE,61;72
373dbc6234fe585ab8cf57f1ba1f98c3,OTHER OBJECT (NOT FIXED);Equip Failure,18;61
a0e72efeac41dd47c57ad113861b4f45,H-WAY TRAFFIC SIGNAL POST;CONCRETE TRAFFIC BARRIER,27;36
c6f025d723ef5b68fea62fe469926f81,OTHER ANIMAL;EMBANKMENT EARTH,11;71
4d9fc5c410c1e01328668210e65c4ed7,H-WAY TRAFFIC SIGNAL POST;CONCRETE TRAFFIC BARRIER;Ran Off Road-Right;Ran Off Road-Left,27;36;63;64
00c9b063a81a558ad7b6e9c672e70d5b,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;TREE;Ran Off Road-Right,12;14;42;63
875191d1e53bc4e04497cef08d2420b2,GUARDRAIL END;Ran Off Road-Left;UNKNOWN MOST HARMFUL EVENT,25;64;99
997d8d102b4fc40ad138c9e89db1d506,TREE;OTHER FIXED OBJECTS;Motor Vehicle-In-Motion Outside Trafficw,42;43;55
9385a9aeb0c553be1080a65d86a834db,BOULDER;FENCE,17;38
fbeb070c49c180a06deefb4250d52595,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;UNKNOWN MOST HARMFUL EVENT,12;24;99
f99298724d61e1ae5f3526a49f5453a1,RAILWAY TRAIN;Ran Off Road-Right,10;63
6f6165db8bcb4402d387348b439c531a,MOTOR VEHICLE IN TRANSPORT;Cross Center Line,12;68
60bce9d1fef762cb04f6892fc4d4d91d,OTHER FIXED OBJECTS;Cross Median,43;65
8a29819a4ad83be4ec22cd68bffbf31b,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;GUARDRAIL FACE,12;14;24
ee662e3fc93cb1baaff4fbbbfa7ed231,MOTOR VEHICLE IN TRANSPORT;Occupant Struck By Own Vehicle,12;74
a2c38e4ec517770b5b1bfcc86f4eb2aa,GUARDRAIL FACE;DITCH;EMBANKMENT ROCK/STONE/CONCRETE,24;34;7;72
99fc656c10a069e7cac22e873d38e593,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;Ran Off Road-Left,13;64
56cb2c33155ce7ed65f0499dbcffee3d,PARKED MOTOR VEHICLE;TREE;Set In Motion By Motor Vehicle,14;42;54
493669c27e567b4d2ec3f65c7eaeae78,MAIL BOX;TREE,40;42
ca3b4b15492abd8db9f46f090fa39790,MOTOR VEHICLE IN TRANSPORT,12;9
cde7d2403f1abe849982c6d46cc95147,SHRUBBERY;TREE,41;42
8f483f4e5e671a6aa82c2b95b83e361a,OVERHEAD SIGN SUPPORT,28
75bbd7960e9e823eb267d0dd7a82432e,H-WAY TRAFFIC SIGNAL POST;FIRE HYDRANT,27;47
e885cb38f7fb7019dbf220398e01ca61,DITCH;SHRUBBERY,34;41
01432432e009016a855af3753e5f0665,OTHER OBJECT (NOT FIXED),1;18;6
67f2fb116b710e1f251b9b856a18f3d5,OTHER OBJECT (NOT FIXED);GUARDRAIL FACE,18;24
0436761754cd1a29a2abd08c9350b270,UTILITY POLE;CULVERT;DITCH;Ran Off Road-Left;UNKNOWN MOST HARMFUL EVENT,30;32;34;64;99
38728f67b9974640b7259a6b3c5db787,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Ran Off Road-Right,12;14;63
2fc16d6a417080c039d3121e272b838c,OTHER POST; POLE; SUPP.;CURB,31;33
882283a6dc41ea66380956b450be7b5c,MOTOR VEHICLE IN TRANSPORT;DITCH;Ran Off Road-Left,12;34;64
b19d647e01084eb9faf67d70b1df9925,SHRUBBERY;TREE;Ran Off Road-Left,41;42;64
24576ccfc74a6cd86cb1d3c23a36c49d,OTHER OBJECT (NOT FIXED);CONCRETE TRAFFIC BARRIER;Equip Failure;Ran Off Road-Right,18;36;61;63
273ec10b775527f5f1bc594418ed16c7,UTILITY POLE;DITCH;Ran Off Road-Right,1;30;34;63
5bbf7a9af3ac2d3eb2d09bce2a3f3dba,MAIL BOX;UNKNOWN MOST HARMFUL EVENT,40;99
f59a4d6ac422405a40fe86d3ca89c7e2,GUARDRAIL END,2;25
e5acc3f3459a672b958855255d1d2ce3,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;OTHER POST; POLE; SUPP.;Set In Motion By Motor Vehicle;Ran Off Road-Right,12;14;31;54;63
3a5468528e96fef277ecfcc99d0abc8d,H-WAY TRAFFIC SIGNAL POST;CURB,27;33
e2770e75b26b46e52a7e9f64c2193d10,OTHER OBJECT (NOT FIXED);DITCH;Ran Off Road-Left,1;18;34;64
ec76f2de80f89a472a03f0a15ed24237,BOULDER;H-WAY TRAFFIC SIGNAL POST;TREE,17;27;42
a3febcc623d2c5719b384673e4f61d20,CULVERT;DITCH;MAIL BOX;Ran Off Road-Left,32;34;40;64
990ed70c02057db5245d487fb11def78,CONCRETE TRAFFIC BARRIER;PAVED SURFACE-IRREGULAR;Cable Barrier,36;44;57
fd069438756cfeba6ff456a96e04fb8f,PARKED MOTOR VEHICLE;MAIL BOX;Motor Vehicle-In-Motion Outside Trafficw,14;40;55
b3c2fc5a41e5acfa0b96cfa8bffbad7e,MOTOR VEHICLE IN TRANSPORT;Cargo Equip Loss/Shift,12;60
9b91a07fa07c6d9ab90076f52a746899,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;Set In Motion By Motor Vehicle;Ran Off Road-Right;Ran Off Road-Left;Vehicle Airborne;Cross Center Line;PEDESTRIAN,12;30;54;63;64;67;68;8
5816bfd332a51906ef3d26eaaedaf2de,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END,12;25
2e013243aceba4db46b35dccbefffd45,PAVED SURFACE-IRREGULAR,44;7
229be5014c36342a21e7468a25e577af,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;OTHER POST; POLE; SUPP.;DITCH;Ran Off Road-Right,12;30;31;34;63
28df98c460a793aa87d60f1ca86ab8b6,GUARDRAIL FACE;DITCH;EMBANKMENT EARTH,24;34;71
91d46ca8a8d88abc7e166aa7da540360,PARKED MOTOR VEHICLE;Ran Off Road-Right,14;63
908c1f50825a6f6b8b58ba97f8f182dc,UTILITY POLE;OTHER POST; POLE; SUPP.;DITCH;Ran Off Road-Right,30;31;34;63
8a85caba7b202265d245c27c83d711df,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER;EMBANKMENT ROCK/STONE/CONCRETE,12;36;72
773bc666ab57177a329ba1f04bdec19d,MOTOR VEHICLE IN TRANSPORT;CURB;Other Traffic Barrier;EMBANKMENT EARTH,12;33;37;71
8042a870dddc58e012bb7a3a0b5cabc7,UTILITY POLE;Ran Off Road-Left,30;64;7
3229482d45ed7c8f9e4d8736146cc026,GUARDRAIL FACE;CONCRETE TRAFFIC BARRIER,24;36;6
84a6bccd762563ac03588eae407316db,MOTOR VEHICLE IN TRANSPORT;Bridge/Overhead Structure,12;75
b1f7f19f154171b61886da0d4603a13b,CURB;EMBANKMENT EARTH,33;71
d553708bbb18ea28a3dbd1b8f6051517,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED),1;12;18
34c71d859f944ae96262aa308a59b3ec,PARKED MOTOR VEHICLE;UTILITY POLE;OTHER POST; POLE; SUPP.;Ran Off Road-Left,14;30;31;64
eee81dab118ad9333041550d9314901a,UTILITY POLE;OTHER FIXED OBJECTS;Ran Off Road-Right,30;43;63
dccd1454ee8d81e73e7226e803f5f185,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;DITCH,12;30;34
2dc83c5809c3d7abd607252178fb4b84,UTILITY POLE;CULVERT,30;32
964312e7426496949c502b338c34744b,CULVERT;DITCH;DEER (ANIMAL),32;34;50
dea82f1fa0eaa81d09206007f86ed835,CURB,1;33;7
c232a8fb608c549035472d4a24e5910e,MOTOR VEHICLE IN TRANSPORT;THROWN OR FALLING OBJECT;EMBANKMENT EARTH,12;16;71
0ad43d3cb987152b6b906898e2814de3,DITCH;Ran Off Road-Left,1;34;64
cb325103255abeecc3e4caf7b8d7610e,PEDESTRIAN,8;9
0b77bc6cc03a2b8ecfeb8b66dffeb439,UTILITY POLE;FENCE;TREE;Ran Off Road-Right,1;30;38;42;63
06928da2f49740b70f4d6ebd3904c7cd,WALL;SHRUBBERY,39;41
8c67a3e346c79db68544bd18fc2d1726,CULVERT;Ran Off Road-Left,32;64;7
0f943fe6095bb1675be700f363f23dcd,DITCH;WALL;MAIL BOX,34;39;40
36497682d21c491460a13593496a5680,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER,12;36;4
df43a342ec9c6540df4341f934c74998,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;PARKED MOTOR VEHICLE,13;14
a90b36dbacecb4451c9eec73f486258c,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Ran Off Road-Right,12;24;63
4d7332b03666ec2cc569377f9c2628e2,CONCRETE TRAFFIC BARRIER,36;7
0909731e1019df38e737cb425a864132,WALL;TREE,39;42
908c0e524b9ef2893157fffd0317b9c4,GUARDRAIL FACE;FENCE;EMBANKMENT EARTH,1;24;38;71
6dabc661487e291c79a15932bb2f25df,PARKED MOTOR VEHICLE;BUILDING,14;19
13f1a01a8b050110dd8d0bbd7342edc8,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER;Set In Motion By Motor Vehicle,12;36;54
38d9ab5b32da73cfd18f7169c16e5903,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;CONCRETE TRAFFIC BARRIER,12;24;36
44c64e1660042b9c6080aca3a49e1e27,MOTOR VEHICLE IN TRANSPORT;OTHER FIXED OBJECTS;PEDESTRIAN,12;43;8
b4d52e9afa644a53ee6ce314e62a202f,OTHER FIXED OBJECTS;PEDESTRIAN,43;8
ea8e6a4987c6abb45ce228f1e376fd01,LUMINAIRE/LIGHT SUPPORT;UTILITY POLE,29;30
0d260f38f114a00ee6e35a9a160d2fe2,MOTOR VEHICLE IN TRANSPORT;CURB;SHRUBBERY,12;33;41
910ad32f9bd04f5c907148362135455d,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;DITCH,12;14;34
cee32b51a61c07e8780c37779df11633,SHRUBBERY;Ran Off Road-Right,41;63
4366b2566f690b7c4dc1758f18bed93d,FENCE;Ran Off Road-Left,1;38;64
576872c57d29a284ec95bea56c7b74ae,Ran Off Road-Left;EMBANKMENT ROCK/STONE/CONCRETE,1;6;64;72
6b2e3aa12fb70f2f69e719ea9d406c2e,MOTOR VEHICLE IN TRANSPORT;MAIL BOX;TREE,12;40;42
32a5476441cf8de3c8e20a81e597f8d2,MOTOR VEHICLE IN TRANSPORT;BRIDGE RAIL;Set In Motion By Motor Vehicle,12;23;54
7be9b68f595def02372e1079debbe811,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END;Ran Off Road-Right,12;25;63
41ed0eb137fc55a670372d838d12f2ea,GUARDRAIL FACE;LUMINAIRE/LIGHT SUPPORT;Ran Off Road-Right,24;29;63
f44b5514d34710f30c9d8d97d0fe0002,PARKED MOTOR VEHICLE;Cable Barrier;Ran Off Road-Right;Ran Off Road-Left,14;57;63;64
ccc511e147046fa9e79b8bbe428284f7,OTHER POST; POLE; SUPP.;Ran Off Road-Right,31;63
7461f050d9ab72c083e64f0aeb3fdcd1,UTILITY POLE;OTHER POST; POLE; SUPP.,30;31
9aa7a46db38a3f40f776fb9f089db45a,PARKED MOTOR VEHICLE;PEDESTRIAN,14;8
af3ae9a0b9c8346f69c4971e400f6be4,GUARDRAIL FACE;CONCRETE TRAFFIC BARRIER,24;36;7
93551dfbbf9e9fb5e4b553f3d834c456,PARKED MOTOR VEHICLE;OTHER POST; POLE; SUPP.;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw,14;31;54;55
3b66f2aa522fbea80d241a23aa3a51c9,MAIL BOX;OTHER FIXED OBJECTS;Ran Off Road-Right,40;43;63
5baefead560b08c8927681b063fe33a5,UTILITY POLE;Ran Off Road-Right,30;63;7
578af29064a70ed3a1482e7f0c5afaec,UTILITY POLE;SHRUBBERY,30;41
bb0238f93935fa1936c6a6cfaa124555,MAIL BOX;Ran Off Road-Right,40;6;63
7ce1b20a08fbe6d5a2e6f1262a94f701,OTHER OBJECT (NOT FIXED);DITCH,18;34
74cda1881f90a5ac67e9563920daf55b,UTILITY POLE;UNKNOWN MOST HARMFUL EVENT,30;99
e2d9c6e64ba9d97088bdf11cd5331398,BUILDING;OTHER POST; POLE; SUPP.,19;31
1600d4c51157a193d2a78a44a77ea52e,CURB;DITCH;WALL;Ran Off Road-Right,33;34;39;63
fd78d79b66ca66cce16f1130ae1e5269,Equip Failure,61;7
bc543a05dd39e8f29f1f1346ed4fd398,MOTOR VEHICLE IN TRANSPORT;FENCE;TREE,12;38;42
b3f59d0299f9da1c5327b4e4e310ceef,MOTOR VEHICLE IN TRANSPORT;BUILDING;FENCE;TREE,12;19;38;42
ff7e4c0dcf655922dcd602932f4deb2e,UTILITY POLE;DEER (ANIMAL);Ran Off Road-Right,30;50;63
b3ac31489e28bab0016ed6e78cf13b9b,PARKED MOTOR VEHICLE;FENCE,14;38
47c8bfa3ed2ae9264b014d606b4f8d54,UTILITY POLE;WALL;Ran Off Road-Left,30;39;64
16432b79e5fe79319e12737942872b4d,SHRUBBERY;DEER (ANIMAL);EMBANKMENT EARTH,41;50;71
5bf5b831645a4cda80522ded3bf43336,DITCH;FIRE HYDRANT,34;47
ef7952f3abb391b6443d77342705dd54,UTILITY POLE;FENCE;Ran Off Road-Left,30;38;64
0de2adfd6744a5a7dc25f0e6344b803d,CONCRETE TRAFFIC BARRIER;Other Traffic Barrier,36;37
8d4439ee267b2338cf1afcfbb1383d77,PARKED MOTOR VEHICLE;H-WAY TRAFFIC SIGNAL POST;OTHER POST; POLE; SUPP.,14;27;31
eac543f39700ba4e10a059edcc6b435f,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);BUILDING;Motor Vehicle-In-Motion Outside Trafficw,14;18;19;55
77e7243fa1423a608d5e46fb76d33213,SHRUBBERY;EMBANKMENT EARTH,41;71
f762267ece98eb4d9a1c3db7246b8a5a,OTHER OBJECT (NOT FIXED);Cargo Equip Loss/Shift;UNKNOWN MOST HARMFUL EVENT,18;60;99
c30784973af32d7c49b2a97e165e5ce2,OTHER OBJECT (NOT FIXED);OTHER POST; POLE; SUPP.;CURB;Ran Off Road-Left,18;31;33;64
5e38e40d724ea17aea9900677ce5ce5e,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;PARKED MOTOR VEHICLE;WALL,13;14;39
9ad7eaf58b1cf4b33fcb3378a4f7fb4c,EMBANKMENT EARTH,7;71
5c62e164d739f5ad57d293aa407b44b7,FENCE;Ran Off Road-Right,38;63
a007a1e1401448c418ec90b38ac66929,OVERHEAD SIGN SUPPORT;WALL;Ran Off Road-Right;UNKNOWN MOST HARMFUL EVENT,28;39;63;99
3f2e6b2c735ca3a98988ae487f3f5737,H-WAY TRAFFIC SIGNAL POST;Ran Off Road-Right,27;63;7
de28805ee10f7eb9d7bbef2c7b056835,UTILITY POLE;Cross Center Line,30;68
d7e3d29322187be4d784c209415ba7a5,CONCRETE TRAFFIC BARRIER;TREE;EMBANKMENT EARTH,36;42;71
f30d9788772bc274074f5af7ffed4d23,PARKED MOTOR VEHICLE;GUARDRAIL FACE;TREE,14;24;42
4a1b209a790c97904b620dc4ac72e006,GUARDRAIL FACE;Cross Median,24;65
042817c4e25ab0b1c974282b18e2f22c,TREE;FIRE HYDRANT;Ran Off Road-Right,42;47;63
cd16c8e5a4e98e6dd1847b677402909a,CURB;Ran Off Road-Right,33;63
7bc30254a91e82936d949e742582a598,MOTOR VEHICLE IN TRANSPORT;FIRE HYDRANT;Ran Off Road-Right,12;47;63
9359014aba2ad43eb4d35863cfdf20c9,GUARDRAIL FACE;Ran Off Road-Right;Ran Off Road-Left,24;63;64
fe875533a279e8f27e7f8dfee92d6c4e,H-WAY TRAFFIC SIGNAL POST;UTILITY POLE;WALL;FIRE HYDRANT,27;30;39;47
1730e22526972967031dee03f9f9df79,UTILITY POLE;MAIL BOX;EMBANKMENT EARTH;UNKNOWN MOST HARMFUL EVENT,30;40;71;99
e1fa91a0dd0d37072a391a5b0b1abe81,DITCH;SHRUBBERY;Ran Off Road-Right,34;41;63
